TransactionAmount,TransactionDuration,AccountBalance,TransactionGap,CustomerAge_Bin,TransactionType,Channel,CustomerOccupation,Target
12.110000000000014,127.0,1730.2799999999997,-28309783.0,Old,Debit,Branch,Retired,3
642.54,28.0,3143.17,-46963277.0,Middle,Debit,Branch,Engineer,1
210.45,146.0,1242.4899999999998,-28394359.0,Young,Debit,ATM,Student,4
313.65,173.0,1886.3599999999997,-55612962.0,Middle,Credit,Branch,Retired,0
99.75999999999999,131.0,416.8900000000003,-39282289.0,Young,Debit,Branch,Student,4
115.32,113.0,5929.08,-40401869.0,Middle,Debit,Branch,Retired,3
33.609999999999985,72.0,479.0799999999999,-38069020.0,Young,Debit,Online,Student,4
498.59,32.0,5862.99,-55611992.0,Middle,Credit,Online,Doctor,0
98.81,91.0,797.1000000000004,-36861598.0,Young,Debit,Branch,Student,4
1.8700000000000045,147.0,7287.94,-32880907.0,Old,Debit,ATM,Retired,3
78.92000000000002,95.0,5624.86,-43852246.0,Old,Credit,Online,Engineer,0
194.29,10.0,2988.41,-56217795.0,Middle,Credit,Branch,Engineer,0
28.730000000000018,185.0,2712.96,-56217775.0,Middle,Debit,ATM,Engineer,0
105.53,88.0,1433.6599999999999,-43774434.0,Young,Debit,Online,Student,4
737.34,34.0,7336.56,-51373364.0,Young,Debit,Online,Doctor,1
237.86,210.0,475.6300000000001,-55002101.0,Young,Debit,ATM,Student,4
409.61,89.0,11698.15,-40320268.0,Old,Debit,Branch,Doctor,2
75.53,157.0,1034.3499999999995,-38068266.0,Young,Credit,Online,Student,4
72.75,15.0,12042.79,-47749036.0,Old,Debit,ATM,Doctor,0
39.110000000000014,143.0,518.54,-37116170.0,Young,Debit,Online,Student,4
899.4200000000001,139.0,1258.9300000000003,-52587451.0,Young,Debit,ATM,Student,1
729.38,90.0,9127.65,-30725073.0,Old,Debit,ATM,Doctor,1
137.49,50.0,4471.05,-40317176.0,Middle,Debit,ATM,Engineer,0
504.71,61.00000000000001,6214.54,-49556446.0,Young,Debit,Online,Engineer,1
371.47,58.0,1187.0400000000004,-45244319.0,Young,Credit,Branch,Student,4
430.35,205.0,354.89999999999964,-53794068.0,Middle,Debit,Online,Doctor,3
230.32,56.0,791.46,-46533181.0,Middle,Debit,Branch,Engineer,0
121.70999999999998,140.0,5878.89,-36774540.0,Middle,Debit,ATM,Retired,3
98.87,179.0,533.1999999999998,-57939351.0,Young,Debit,Online,Student,4
117.55000000000001,35.0,897.9399999999996,-46193766.0,Young,Debit,ATM,Student,4
244.64,103.0,9159.56,-53702714.0,Young,Debit,Branch,Doctor,0
321.93,12.0,4392.73,-28993240.0,Middle,Debit,ATM,Engineer,3
899.4200000000001,11.0,1390.98,-56213001.0,Old,Debit,Branch,Retired,1
283.23,98.0,2008.77,-56212989.0,Middle,Debit,Online,Engineer,0
346.65,60.0,6356.96,-26581785.0,Young,Debit,Online,Engineer,3
381.62,164.0,6009.12,-55869990.0,Old,Debit,Online,Retired,0
388.65,43.0,7896.85,-53712342.0,Old,Debit,ATM,Retired,0
29.220000000000027,151.0,1649.4300000000003,-42040378.0,Young,Debit,ATM,Student,4
46.75,150.0,2840.43,-39882709.0,Old,Debit,Branch,Retired,3
348.64,128.0,3274.96,-44377153.0,Old,Debit,Online,Retired,0
319.17,81.0,6501.56,-57251447.0,Old,Debit,Online,Retired,0
73.94999999999999,76.0,363.9200000000001,-31678057.0,Young,Debit,ATM,Student,4
389.63,99.0,9748.48,-54143329.0,Young,Debit,Online,Engineer,0
217.61,45.0,1404.5299999999997,-51719617.0,Young,Debit,ATM,Student,4
199.84,150.0,706.4399999999996,-56822860.0,Young,Debit,ATM,Student,4
56.349999999999994,75.0,5095.73,-54748716.0,Middle,Debit,ATM,Doctor,0
248.95,29.0,3059.79,-43775397.0,Old,Credit,Branch,Retired,0
142.58,145.0,7844.23,-43515955.0,Middle,Debit,ATM,Engineer,0
899.4200000000001,87.0,1119.6099999999997,-43516241.0,Young,Debit,ATM,Student,1
84.34,248.0,5313.97,-44466095.0,Old,Debit,Online,Retired,3
899.4200000000001,156.0,6227.99,-36603630.0,Young,Debit,ATM,Engineer,1
333.78,98.0,6810.94,-29340842.0,Old,Debit,ATM,Retired,3
332.59,143.0,1457.0699999999997,-41437132.0,Middle,Debit,Online,Retired,3
236.81,15.0,813.6800000000003,-32368043.0,Young,Debit,Branch,Student,4
417.8,130.0,1518.8199999999997,-42911283.0,Young,Credit,Branch,Student,4
319.27,150.0,10269.78,-39280640.0,Middle,Debit,ATM,Doctor,2
384.1,172.0,672.79,-39280604.0,Middle,Debit,Branch,Engineer,3
820.6199999999999,158.0,6024.8,-52843709.0,Old,Credit,Branch,Doctor,1
474.77,50.0,2158.59,-27186016.0,Old,Credit,Online,Engineer,3
542.72,92.0,6011.8,-36855056.0,Middle,Credit,Branch,Doctor,2
79.80000000000001,76.0,6372.58,-27442154.0,Old,Debit,ATM,Retired,3
46.24000000000001,52.0,2569.56,-51984098.0,Old,Debit,Branch,Engineer,0
327.8,54.0,10585.48,-29946289.0,Old,Debit,ATM,Doctor,2
445.79,161.0,717.9899999999998,-41957546.0,Middle,Debit,ATM,Doctor,3
55.889999999999986,150.0,3689.65,-38416623.0,Old,Debit,Online,Retired,3
158.40999999999997,16.0,1512.1599999999999,-54747665.0,Young,Debit,Branch,Student,4
101.19,75.0,14389.45,-29424663.0,Old,Credit,Online,Doctor,2
827.1399999999999,265.0,9800.21,-56731381.0,Middle,Debit,Branch,Engineer,1
61.97,95.0,7014.69,-45926724.0,Old,Debit,ATM,Retired,0
27.20999999999998,102.0,3520.61,-43947115.0,Old,Debit,ATM,Retired,0
173.74,64.0,4913.42,-36512610.0,Old,Debit,Online,Retired,3
176.11,105.0,9155.35,-39021695.0,Middle,Debit,Branch,Engineer,2
88.4,174.0,2567.53,-31068454.0,Middle,Debit,Online,Engineer,3
567.92,14.0,3779.47,-43429505.0,Middle,Debit,Online,Retired,1
138.11,104.0,4177.65,-28391882.0,Old,Credit,Online,Retired,3
456.93,193.0,7284.76,-34962656.0,Young,Credit,Branch,Engineer,3
101.42000000000002,146.0,6530.59,-48265927.0,Old,Debit,Online,Retired,0
300.61,51.0,7895.54,-47746210.0,Middle,Debit,Online,Doctor,0
265.94,132.0,6781.3,-44726130.0,Middle,Debit,Online,Engineer,0
345.54,50.0,2091.78,-56131529.0,Young,Debit,Online,Engineer,4
411.52,88.0,11108.39,-57335337.0,Middle,Debit,ATM,Doctor,2
111.20999999999998,111.0,9088.36,-38064931.0,Middle,Debit,Branch,Doctor,2
316.37,86.0,4671.69,-37463623.0,Middle,Debit,ATM,Engineer,3
260.63,142.0,7534.73,-27609022.0,Middle,Debit,Branch,Engineer,2
92.36000000000001,144.0,6353.14,-50771961.0,Young,Debit,ATM,Engineer,0
262.06,118.0,13587.52,-36259268.0,Old,Debit,Branch,Doctor,2
64.5,230.0,1351.2399999999998,-38410572.0,Old,Debit,ATM,Retired,3
253.55,85.0,2797.26,-57251534.0,Young,Debit,ATM,Engineer,0
211.36,125.0,1222.7699999999995,-51809821.0,Young,Credit,Branch,Student,4
175.94,89.0,3728.04,-44725858.0,Old,Debit,ATM,Retired,0
199.47,142.0,6067.44,-38677244.0,Old,Debit,Online,Doctor,3
51.06999999999999,133.0,4292.16,-56210714.0,Old,Debit,Branch,Retired,0
435.86,134.0,3801.82,-26837490.0,Old,Debit,ATM,Retired,3
74.73000000000002,162.0,6353.22,-55608648.0,Old,Credit,Branch,Retired,0
182.79,14.0,1251.85,-32456739.0,Young,Credit,Online,Student,4
628.36,108.0,11869.71,-56476675.0,Middle,Debit,Online,Doctor,2
268.39,177.0,9409.43,-53704723.0,Young,Debit,Online,Doctor,0
362.27,46.999999999999986,6003.59,-53704473.0,Old,Debit,ATM,Retired,0
560.15,92.0,817.8299999999999,-38671755.0,Middle,Credit,Online,Engineer,1
351.99,45.0,3663.64,-44118799.0,Old,Debit,ATM,Retired,0
132.36,160.0,319.64999999999964,-51980888.0,Young,Debit,Branch,Student,4
24.769999999999982,17.0,478.2300000000005,-31849882.0,Middle,Credit,Online,Engineer,0
668.67,143.0,13446.809999999998,-31328904.0,Middle,Debit,Online,Doctor,2
80.24000000000001,58.0,8012.81,-46190611.0,Middle,Credit,Branch,Doctor,0
8.649999999999977,198.0,4201.22,-30210196.0,Old,Debit,ATM,Retired,3
178.91,19.0,8870.89,-51809402.0,Young,Debit,ATM,Student,0
115.22,108.0,906.1999999999998,-28652614.0,Young,Debit,Branch,Engineer,4
161.63,276.0,9286.37,-27185737.0,Middle,Debit,Online,Doctor,2
542.75,63.0,2224.08,-28733977.0,Old,Credit,Branch,Retired,1
317.47,16.0,14639.279999999999,-47745384.0,Old,Credit,Online,Doctor,2
280.99,29.0,9733.59,-53791463.0,Middle,Debit,Branch,Engineer,0
24.189999999999998,28.0,2756.2,-54830058.0,Young,Debit,ATM,Engineer,4
586.85,86.0,6655.15,-38589291.0,Middle,Debit,ATM,Doctor,1
372.41,143.0,3233.87,-43509258.0,Middle,Debit,ATM,Retired,0
211.36,148.0,1676.5699999999997,-40397901.0,Young,Debit,ATM,Student,4
383.69,285.0,8371.11,-31935835.0,Middle,Debit,Online,Engineer,2
247.17,149.0,2611.64,-45929328.0,Old,Credit,Branch,Retired,0
48.78,136.0,552.0600000000004,-38935590.0,Young,Credit,Branch,Student,4
4.149999999999977,119.0,6017.36,-32974509.0,Old,Credit,Branch,Retired,3
60.99000000000001,58.0,7281.46,-39797614.0,Middle,Debit,Branch,Engineer,0
408.19,241.0,6847.47,-28048821.0,Young,Debit,Branch,Engineer,3
524.6,76.0,13017.7,-49818732.0,Old,Debit,Branch,Doctor,2
108.95999999999998,247.0,7597.66,-33746073.0,Young,Debit,ATM,Student,3
70.03,49.0,7330.31,-27783202.0,Old,Debit,Branch,Retired,3
124.84,79.0,6711.78,-35303206.0,Middle,Debit,Online,Retired,3
324.04,30.0,2248.06,-42131942.0,Middle,Debit,ATM,Retired,3
39.69,163.0,3524.68,-48351077.0,Old,Debit,Online,Retired,0
157.7,46.000000000000014,8332.58,-29256105.0,Old,Credit,Branch,Student,3
81.26999999999998,68.0,1814.48,-31332853.0,Young,Credit,Online,Student,4
193.82,176.0,3886.77,-48694763.0,Middle,Debit,Branch,Engineer,0
16.730000000000018,165.0,7591.13,-29341168.0,Old,Debit,Online,Retired,3
474.05,214.0,1484.31,-39015609.0,Old,Debit,ATM,Retired,3
39.21000000000001,245.0,9385.57,-46972581.0,Old,Debit,ATM,Doctor,3
637.75,152.0,4202.92,-40492906.0,Old,Debit,Branch,Retired,1
153.59,174.0,4813.12,-47485544.0,Old,Credit,Branch,Retired,3
186.6,139.0,9716.68,-32458041.0,Young,Debit,Branch,Student,3
644.08,55.0,1980.62,-47140698.0,Young,Debit,Online,Student,4
226.66,168.0,10216.25,-27004352.0,Middle,Debit,Branch,Doctor,2
305.0,222.0,944.8299999999999,-33576380.0,Young,Debit,ATM,Student,4
233.1,37.0,7469.2,-56817771.0,Middle,Credit,Branch,Doctor,0
793.1300000000001,76.0,13389.16,-46971098.0,Old,Debit,Online,Doctor,1
224.19,93.0,8475.47,-35393096.0,Middle,Debit,ATM,Doctor,2
214.83,63.0,991.6899999999996,-51371955.0,Young,Credit,ATM,Student,4
163.46,111.0,6953.8,-36514898.0,Old,Credit,Branch,Retired,3
194.99,91.0,1370.0299999999997,-29257580.0,Middle,Debit,Branch,Engineer,3
23.399999999999977,175.0,14851.279999999999,-54826765.0,Middle,Debit,ATM,Doctor,2
227.5,277.0,11505.35,-51981122.0,Middle,Debit,Online,Doctor,2
259.9,100.0,914.2799999999997,-43257526.0,Young,Debit,Online,Student,4
59.50999999999999,55.0,9955.88,-50083193.0,Middle,Credit,Online,Doctor,0
50.629999999999995,143.0,4732.81,-45762673.0,Old,Debit,Online,Retired,0
899.4200000000001,91.0,530.8599999999997,-44983255.0,Young,Debit,Branch,Student,1
112.94,31.0,3807.84,-29860292.0,Old,Credit,Online,Retired,3
11.810000000000002,131.0,320.25,-53193615.0,Young,Debit,ATM,Student,4
329.14,14.0,12033.92,-30727878.0,Middle,Debit,Branch,Doctor,2
154.24,82.0,6109.55,-31420142.0,Old,Debit,ATM,Retired,3
233.44,297.0,1691.88,-56475846.0,Young,Debit,Online,Student,4
141.8,116.0,1697.67,-30633152.0,Young,Debit,ATM,Student,4
209.03,126.0,8359.5,-33832075.0,Middle,Debit,Branch,Engineer,2
899.4200000000001,144.0,1629.12,-54313957.0,Young,Debit,ATM,Student,1
261.14,162.0,6100.08,-46531489.0,Middle,Debit,Branch,Engineer,0
101.81,105.0,13872.029999999999,-42646778.0,Middle,Debit,ATM,Doctor,2
98.70999999999998,117.0,10095.23,-35648773.0,Young,Debit,ATM,Doctor,3
87.38,252.0,1504.9899999999998,-52839976.0,Young,Debit,Branch,Student,4
83.38999999999999,158.0,13182.11,-35655086.0,Young,Debit,Branch,Doctor,2
267.55,40.0,4330.04,-44035558.0,Middle,Debit,Online,Engineer,0
870.05,39.0,905.25,-37207724.0,Young,Debit,ATM,Doctor,1
154.32,112.0,6972.5,-26579891.0,Middle,Credit,ATM,Engineer,2
164.51,110.0,3553.69,-44719046.0,Old,Debit,Branch,Retired,0
758.12,90.0,6164.65,-42297885.0,Old,Debit,ATM,Retired,1
103.75999999999999,188.0,9626.14,-50601058.0,Young,Debit,Online,Engineer,0
583.92,139.0,6364.14,-39801280.0,Middle,Debit,Online,Engineer,1
204.06,159.0,4351.83,-58032005.0,Old,Debit,Online,Retired,0
53.50999999999999,165.0,5773.5,-32368606.0,Old,Debit,Online,Retired,3
899.4200000000001,262.0,9257.04,-37209021.0,Young,Debit,Branch,Engineer,1
52.94999999999999,14.0,6335.58,-39276293.0,Old,Credit,Online,Student,0
120.17000000000002,105.0,5403.79,-39193448.0,Middle,Debit,ATM,Doctor,3
220.8,28.0,8135.31,-36681968.0,Young,Debit,Online,Engineer,3
119.00999999999999,87.0,9798.26,-51979356.0,Middle,Debit,ATM,Doctor,0
183.32,74.0,137.42000000000007,-46971700.0,Young,Debit,ATM,Student,4
858.8799999999999,227.0,7015.46,-37986037.0,Old,Debit,Online,Engineer,1
11.45999999999998,128.0,2356.71,-54400559.0,Middle,Credit,Online,Engineer,0
61.370000000000005,164.0,4294.44,-55005396.0,Old,Debit,Branch,Retired,0
103.07999999999998,150.0,9251.38,-53191120.0,Middle,Credit,Branch,Engineer,0
1.2099999999999795,196.0,7542.74,-38069548.0,Middle,Debit,Branch,Retired,3
425.18,172.0,9880.71,-34272465.0,Young,Credit,Online,Engineer,2
60.96000000000001,238.0,6189.24,-32628850.0,Middle,Debit,ATM,Retired,3
64.20999999999998,37.0,12540.18,-57425588.0,Middle,Debit,ATM,Doctor,0
523.02,83.0,4586.11,-46186433.0,Middle,Debit,Online,Retired,1
50.25999999999999,164.0,1519.38,-31155552.0,Old,Debit,Branch,Retired,3
110.07999999999998,95.0,1447.2600000000002,-30207186.0,Young,Debit,Branch,Student,4
54.47,34.0,1131.42,-30810248.0,Young,Credit,Branch,Student,4
79.75999999999999,115.0,10278.75,-50168559.0,Old,Debit,Online,Doctor,0
16.79000000000002,146.0,535.1499999999996,-31418907.0,Young,Credit,Online,Doctor,4
899.4200000000001,62.0,859.8599999999997,-32623571.0,Young,Debit,Online,Student,1
68.62,157.0,13891.469999999998,-42649987.0,Young,Debit,Branch,Doctor,2
211.36,280.0,1545.77,-51978777.0,Young,Debit,Branch,Student,4
643.38,105.0,1046.7400000000002,-31416760.0,Young,Credit,Online,Student,1
328.34,31.0,2840.45,-33580273.0,Middle,Credit,Online,Engineer,3
72.68,44.0,6216.77,-40745611.0,Old,Debit,Online,Retired,0
354.76,279.0,10141.92,-46366654.0,Middle,Debit,Branch,Doctor,2
793.8799999999999,252.0,1404.06,-53624984.0,Young,Credit,ATM,Student,1
29.220000000000027,69.0,7795.79,-53185000.0,Young,Debit,ATM,Engineer,0
653.97,100.0,3886.65,-34266649.0,Middle,Debit,Branch,Engineer,1
366.43,92.0,1560.4499999999998,-55611039.0,Young,Credit,Online,Student,4
120.86000000000001,162.0,13566.579999999998,-30550443.0,Middle,Debit,Online,Doctor,2
233.74,142.0,4749.54,-54400967.0,Old,Debit,Online,Retired,0
471.84,138.0,1044.33,-34699041.0,Young,Debit,ATM,Student,4
213.4,100.0,2012.2399999999998,-38676529.0,Old,Credit,Branch,Retired,4
254.21,46.000000000000014,2487.2,-45933762.0,Middle,Debit,ATM,Engineer,0
577.73,63.0,14977.989999999998,-31074009.0,Middle,Debit,ATM,Doctor,2
170.26,265.0,1969.48,-35046547.0,Young,Debit,ATM,Student,4
337.73,107.0,7001.2,-45845689.0,Old,Debit,Online,Retired,0
330.61,113.0,2525.25,-42048355.0,Old,Credit,Branch,Retired,4
132.33,46.999999999999986,7457.94,-31073776.0,Middle,Credit,ATM,Engineer,2
672.74,118.0,4734.110000000001,-39022329.0,Middle,Credit,Branch,Engineer,1
74.04000000000002,66.0,1690.23,-53531280.0,Young,Debit,Online,Student,4
197.18,135.0,3114.92,-47056940.0,Young,Debit,Online,Engineer,4
21.149999999999977,180.0,3466.74,-30211416.0,Old,Debit,Branch,Retired,3
218.37,112.0,9942.24,-44725403.0,Old,Debit,ATM,Doctor,0
590.01,140.0,9791.74,-55005930.0,Young,Debit,Online,Doctor,1
697.82,153.0,6824.0,-29606194.0,Middle,Debit,Online,Engineer,1
302.76,88.0,8583.39,-30553027.0,Middle,Debit,ATM,Engineer,2
148.0,35.0,1488.65,-56215103.0,Young,Debit,Branch,Student,4
22.25999999999999,56.0,5583.88,-55603133.0,Young,Debit,Branch,Student,4
0.8600000000000136,139.0,1357.2200000000003,-54397375.0,Young,Debit,ATM,Student,4
757.1,203.0,10553.23,-56213321.0,Old,Debit,Branch,Doctor,1
38.81,145.0,1619.6,-47999982.0,Young,Credit,Online,Student,4
76.50999999999999,120.0,9475.4,-50169960.0,Middle,Credit,Online,Engineer,0
32.45999999999998,10.0,8656.18,-52232987.0,Young,Debit,Online,Doctor,0
899.4200000000001,158.0,207.73999999999978,-56561131.0,Old,Credit,Branch,Doctor,1
20.639999999999986,59.0,949.3800000000001,-48701292.0,Young,Debit,Branch,Student,4
662.11,219.0,1996.38,-55350908.0,Young,Debit,Branch,Student,1
288.77,110.0,8836.51,-30814048.0,Middle,Debit,Branch,Engineer,2
35.05000000000001,105.0,14330.469999999998,-34866881.0,Young,Debit,Branch,Doctor,2
214.73,26.000000000000014,5368.42,-31066770.0,Middle,Credit,ATM,Doctor,3
25.379999999999995,66.0,8616.05,-32630912.0,Old,Debit,Branch,Engineer,3
617.66,40.0,5906.58,-55611361.0,Middle,Debit,ATM,Engineer,0
446.39,77.0,7863.6,-28304749.0,Old,Debit,ATM,Retired,3
377.92,204.0,2254.71,-53620637.0,Middle,Debit,Branch,Engineer,3
11.04000000000002,43.0,6983.04,-54395592.0,Young,Debit,Online,Engineer,0
275.46,67.0,9697.75,-40489388.0,Middle,Debit,ATM,Doctor,2
179.76,81.0,5909.52,-41529473.0,Old,Debit,Online,Retired,3
32.34,45.0,7847.62,-43341423.0,Middle,Debit,Branch,Doctor,0
273.92,109.0,4543.56,-42214906.0,Old,Debit,Branch,Retired,0
375.45,32.0,1307.23,-28908652.0,Young,Debit,Branch,Student,4
388.98,155.0,1819.9099999999999,-38069902.0,Young,Debit,ATM,Student,4
492.84,38.0,577.6700000000001,-53015161.0,Young,Debit,ATM,Student,4
148.85,25.0,7802.36,-29431315.0,Old,Debit,ATM,Doctor,3
211.36,46.999999999999986,2596.61,-49558643.0,Old,Credit,Branch,Retired,0
391.66,103.0,2406.31,-41697425.0,Middle,Debit,Branch,Engineer,3
185.99,53.0,402.4499999999998,-48352796.0,Middle,Credit,Branch,Engineer,0
322.48,57.0,1238.4300000000003,-51984044.0,Young,Debit,ATM,Student,4
20.269999999999982,22.0,796.3500000000004,-29000518.0,Young,Debit,Branch,Student,4
280.61,129.0,7888.76,-29604816.0,Middle,Debit,ATM,Engineer,2
199.02,269.0,4658.89,-45329744.0,Old,Debit,ATM,Retired,3
104.23000000000002,108.0,5009.29,-33146886.0,Old,Credit,Online,Retired,3
353.59,109.0,1822.3400000000001,-38931181.0,Middle,Credit,Branch,Retired,3
55.860000000000014,68.0,5346.46,-56213323.0,Middle,Debit,Online,Engineer,0
10.769999999999982,178.0,10704.95,-52413134.0,Young,Debit,ATM,Doctor,0
95.55000000000001,51.0,2434.74,-49563898.0,Middle,Debit,Branch,Engineer,0
477.07,278.0,6568.07,-29605017.0,Young,Debit,Online,Engineer,1
9.100000000000023,63.0,2791.45,-52934417.0,Middle,Credit,Online,Retired,0
21.410000000000025,99.0,658.9099999999999,-29000497.0,Old,Debit,Online,Doctor,3
278.28,26.000000000000014,1346.88,-34444005.0,Young,Debit,Branch,Student,4
388.1,40.0,3022.12,-38066433.0,Old,Credit,Online,Retired,3
215.39,216.0,1582.5500000000002,-43343240.0,Young,Debit,ATM,Student,4
194.37,161.0,14395.879999999997,-48176057.0,Old,Debit,ATM,Doctor,2
37.69999999999999,109.0,1741.1,-42653271.0,Young,Debit,ATM,Student,4
19.589999999999975,122.0,1061.69,-43766577.0,Old,Debit,Branch,Retired,4
81.35,103.0,7192.45,-56212076.0,Middle,Debit,Online,Engineer,0
314.54,228.0,9923.45,-34702619.0,Old,Credit,Branch,Engineer,2
466.64,11.0,10915.11,-36861109.0,Old,Debit,ATM,Doctor,2
397.01,100.0,719.5199999999995,-39277408.0,Young,Debit,ATM,Student,4
472.48,87.0,7128.82,-53190203.0,Middle,Debit,Branch,Engineer,0
67.15,14.0,9028.49,-30207228.0,Old,Debit,Online,Doctor,2
102.67000000000002,119.0,4656.94,-46967073.0,Old,Debit,Branch,Retired,0
460.09,146.0,6990.64,-52585388.0,Middle,Credit,Online,Doctor,2
453.49,147.0,6366.43,-58032147.0,Old,Debit,Branch,Doctor,0
267.17,170.0,1382.62,-37811478.0,Young,Debit,ATM,Student,4
111.25999999999999,43.0,14350.11,-38329229.0,Old,Debit,ATM,Doctor,2
121.17000000000002,158.0,12990.77,-27182336.0,Old,Debit,ATM,Doctor,2
213.28,94.0,4835.91,-27178942.0,Middle,Debit,Branch,Retired,3
187.88,180.0,2154.58,-39022272.0,Old,Debit,ATM,Engineer,3
471.88,141.0,14833.34,-32016158.0,Middle,Credit,Online,Doctor,2
83.79000000000002,46.999999999999986,5061.3,-33579076.0,Old,Debit,ATM,Engineer,3
212.14,105.0,7225.06,-38673609.0,Old,Debit,Branch,Retired,3
99.16,202.0,2607.58,-53100927.0,Old,Debit,Online,Retired,3
839.3299999999999,86.0,11538.97,-47664358.0,Old,Credit,Branch,Doctor,1
29.910000000000025,43.0,2834.84,-39886926.0,Old,Credit,Online,Retired,0
4.240000000000009,38.0,7822.73,-48957683.0,Middle,Debit,Online,Engineer,0
50.28999999999999,64.0,7604.9,-35654018.0,Old,Credit,Online,Doctor,3
135.85,269.0,1480.3900000000003,-39624139.0,Old,Debit,Online,Retired,3
368.53,34.0,13696.309999999998,-50169467.0,Old,Debit,Branch,Doctor,2
17.94999999999999,135.0,12344.9,-44722037.0,Old,Credit,Branch,Doctor,0
127.80000000000001,46.999999999999986,8630.99,-52934470.0,Young,Credit,Branch,Engineer,0
16.730000000000018,48.0,2202.62,-53620182.0,Middle,Debit,Online,Engineer,0
317.12,80.0,14409.739999999998,-28397058.0,Middle,Debit,Branch,Doctor,2
476.63,115.0,4894.25,-40402280.0,Old,Debit,ATM,Retired,1
156.57999999999998,160.0,8981.61,-35654789.0,Young,Debit,Branch,Student,3
55.120000000000005,261.0,3791.99,-35653936.0,Middle,Credit,Online,Engineer,3
15.740000000000009,38.0,690.1599999999999,-57427500.0,Young,Debit,Branch,Student,4
353.68,145.0,6777.12,-31419337.0,Old,Debit,Branch,Retired,3
297.15,178.0,5449.37,-33573520.0,Old,Debit,Online,Retired,3
647.85,121.0,13779.969999999998,-29000272.0,Middle,Debit,Branch,Doctor,2
75.04000000000002,178.0,9648.6,-40230162.0,Middle,Debit,ATM,Engineer,2
273.92,35.0,1029.1500000000005,-47139290.0,Young,Debit,Online,Student,4
215.8,66.0,3656.62,-46281873.0,Middle,Credit,Branch,Retired,0
899.4200000000001,248.0,6710.51,-41613890.0,Middle,Debit,ATM,Engineer,1
420.6,55.0,1778.75,-48959951.0,Young,Debit,Branch,Student,4
688.36,22.0,5191.13,-42565156.0,Young,Credit,Branch,Student,1
285.18,150.0,14847.969999999998,-52414224.0,Middle,Credit,Branch,Doctor,2
213.55,15.0,5238.37,-50515601.0,Old,Debit,ATM,Doctor,0
463.11,159.0,10238.82,-34960633.0,Middle,Credit,Branch,Doctor,2
150.03,176.0,7491.42,-41702049.0,Old,Debit,ATM,Student,3
211.36,131.0,2116.36,-33840442.0,Middle,Debit,Branch,Retired,3
309.56,147.0,972.04,-44721569.0,Old,Debit,Online,Doctor,4
377.08,71.0,6430.86,-54225430.0,Young,Credit,Branch,Student,4
77.25,157.0,14077.969999999998,-27440273.0,Old,Debit,Branch,Doctor,2
146.92,272.0,3990.6,-36517127.0,Old,Debit,ATM,Retired,3
126.6,146.0,961.6499999999996,-45590870.0,Young,Debit,Branch,Student,4
101.34,46.000000000000014,703.2600000000002,-52842022.0,Young,Debit,ATM,Student,4
184.97,268.0,1156.67,-42909865.0,Old,Debit,Branch,Doctor,3
451.15,175.0,1356.4700000000003,-53191375.0,Middle,Debit,ATM,Engineer,0
516.47,94.0,1305.06,-27529741.0,Young,Credit,ATM,Student,1
880.04,29.0,261.97000000000025,-32015335.0,Young,Debit,ATM,Student,1
353.69,163.0,9500.79,-37984765.0,Middle,Debit,Online,Engineer,2
66.69,140.0,1210.3299999999995,-31853039.0,Young,Credit,Branch,Student,4
95.75,169.0,337.6199999999999,-41526759.0,Young,Debit,Branch,Engineer,4
43.91,86.0,4734.110000000001,-38410859.0,Young,Debit,Online,Student,4
98.03,165.0,6323.45,-27782830.0,Middle,Debit,Branch,Engineer,2
617.66,128.0,7155.95,-54140525.0,Middle,Debit,ATM,Engineer,2
888.5699999999999,102.0,7896.14,-44034374.0,Old,Debit,Online,Retired,1
107.48000000000002,129.0,591.2300000000005,-28994778.0,Young,Debit,Branch,Student,4
36.56999999999999,69.0,2583.07,-39280648.0,Old,Debit,ATM,Retired,0
575.62,129.0,234.40999999999985,-44113242.0,Middle,Debit,Online,Doctor,1
84.88999999999999,70.0,4735.61,-45931505.0,Middle,Debit,ATM,Engineer,0
832.3,86.0,4734.110000000001,-41526663.0,Old,Credit,Branch,Retired,1
180.65,38.0,816.0100000000002,-28995341.0,Young,Debit,Branch,Student,4
7.759999999999991,84.0,7393.11,-50770567.0,Middle,Credit,Online,Retired,0
109.30000000000001,27.0,13510.11,-39712454.0,Old,Debit,Branch,Doctor,2
230.08,124.0,4466.1,-47749687.0,Old,Debit,Online,Retired,0
361.92,111.0,7474.31,-53798495.0,Middle,Debit,ATM,Retired,0
71.29000000000002,55.0,7225.63,-55350345.0,Old,Debit,ATM,Retired,0
122.44999999999999,98.0,7255.49,-56819861.0,Middle,Debit,Branch,Doctor,0
642.53,128.0,11417.91,-38676927.0,Old,Debit,ATM,Doctor,1
62.860000000000014,31.0,1040.4300000000007,-47144793.0,Young,Debit,Branch,Student,4
175.21,69.0,6039.04,-27523437.0,Old,Credit,ATM,Doctor,3
168.0,11.0,3498.58,-37815040.0,Young,Credit,Branch,Engineer,4
11.45999999999998,73.0,6628.75,-33837398.0,Old,Debit,Online,Retired,3
382.07,147.0,10156.09,-44720410.0,Old,Credit,Branch,Doctor,2
13.480000000000018,20.0,521.8800000000001,-35475627.0,Young,Debit,Online,Student,4
65.32,54.0,9165.02,-31766119.0,Young,Debit,ATM,Student,3
